city, ccnumber, name, publish_date
Urepaalu,6011494792971078,Roy Morgan,01/18/1999
Gehmewke,4026736085754639,Bryan Webb,06/10/1924
Hicetpi,5018110214529436,Bruce Austin,12/03/1955
Huketja,5167699830602741,Harry French,09/13/1971
Opoahelo,5018928654819797,Sadie Tyler,10/25/1973
Gahvofdu,5610420227284982,Ricky Edwards,02/15/1956
Kilfoffu,30026166459759,Cody Sanchez,03/20/1903
Gektunbi,6334275230179519,Virginia Adkins,06/20/2014
Piledale,30032502366807,Ian Mason,11/25/1906
Murarni,6304894127141766,Norman Quinn,01/15/2031
Wignifis,4026360806468435,Alejandro Sanders,08/31/1915
Locjubiw,6377989948564865,Bryan Powell,06/03/1908
Itazufus,6011379646538886,Blanche Brock,06/20/2011
Tusubev,6011488779368761,Adele Parsons,02/27/1954
Imoguipo,5610154447160678,Mattie Padilla,05/09/1921
Dorsukpa,36208628894120,Abbie Boone,11/11/2025
Vajakak,3528334811337823,Ellen Alvarez,05/06/1988
Wezbuwas,4026806371388754,Gertrude Sanders,11/26/1952
Midonfo,6201542195268060,Frances Gonzalez,05/23/1947
Copjole,201479539647852,Bertie Wilson,05/03/1916
Duhcero,6224221971441505,Jeffrey Goodman,09/15/2049
Suevowi,30026153664809,David Maxwell,11/30/1989
Rouweloc,344631397934412,Sue Steele,12/28/1976
Vefhutwu,201455128422923,Connor Miles,01/03/1948
Wokojovaz,6372499490039634,Eula White,05/28/2062
Ebuufuten,6370539728222056,Lou Clark,08/18/1979
Sifihhe,5158751655823190,Arthur Lewis,01/18/1957
Bamulkec,6304238517934846,Russell Carr,07/25/2022
Tuvwobetu,6285321686813901,Dylan Campbell,10/28/2013
Ceedir,6334385744478586,Sara Owens,02/27/2063
Padutvat,3528198973028227,Marion Reese,02/20/1953
Ilifedu,3528495477505084,Christian Bass,09/30/2070
Pewepme,343544920670612,Fannie Gonzalez,03/21/1909
Itapofer,6334070837822680,Henrietta Hubbard,05/09/2031
Obezuvik,6377995452798989,Carrie Barber,11/07/2048
Gihomwe,30010505631104,Wesley Bishop,08/02/1931
Hadhiaju,36011174916440,Evelyn Phillips,08/01/1911
Lizoslo,5493125082023902,Effie Cooper,02/11/2064
Hafsuzuna,4026520870544326,Nina Roy,12/25/1900
Vanipev,5498357841625140,Allie Norton,12/18/2052
Vaukazet,30023749035271,Leo Schultz,02/10/2010
Tujauzi,5610003302175000,Billy Brooks,03/01/1927
Rutlirumo,4771491904126877,Laura Meyer,06/09/1986
Hidirat,4026842258880076,Rena Simon,06/07/1971
Kivdolimu,6370009750451494,Mason Harris,09/04/1945
Gakgikmub,6011168312192205,Nathan Townsend,09/07/2016
Fuzomci,4026021326510722,Polly Rhodes,01/11/1974
Robcojaj,342306787002193,Sue Stanley,07/18/1967
Matunu,30028635311686,Chase Barber,04/17/1944
Sapupenu,201446735336523,Elmer Mendoza,05/18/2064
Emgewec,3528037673408851,Adam Grant,11/06/2048
Nuniklu,6304719544016822,Elnora George,01/24/1952
Gihjuke,5610955554149142,Leroy Hill,05/28/1923
Ciwfuwap,6011419344783622,Jean Erickson,10/28/2018
Ipifoas,6011671646062275,Phoebe Tyler,04/04/1915
Ucadaab,4026061668318409,Cordelia Mack,10/24/1966
Wafbiwpu,4903860764972805,Alice Bennett,09/02/2048
Dozoshal,346118437812624,Brandon Chandler,03/01/1913
Kinozu,6334556262450526,Carolyn Ball,04/02/2026
Lehazu,4026371174826120,Maud Pittman,05/01/1906
Tiovozak,201498488630222,Frederick Haynes,02/14/1951
Podjokere,4903224098902451,Jason Morris,03/27/2021
Wensineg,6377038163616636,Ray Strickland,01/02/1913
Lahfinu,5018639586821112,Mina Roy,04/19/2001
Vojofal,6304679965209092,Rosetta Harris,11/01/1916
Unompo,5185385217512202,Lucille Ford,08/01/2014
Difomci,5429836599356457,Leona Wallace,04/13/2028
Vigohfi,6292679908378917,Joseph Wells,05/04/2053
Umfuga,4026315320208014,Leona Black,05/03/1984
Poluuhu,3528299251998535,Mary Oliver,04/20/2069
Boahica,30029162574308,Aaron Ellis,08/03/2021
Tudukoto,6011372280091940,Lilly Barton,09/23/1942
Huirfe,6373409326853164,Stephen Curtis,09/12/1966
Uruismi,5137802837738172,Donald Martin,02/08/2048
Cievejob,6011786683754749,Eric Mitchell,07/02/1930
Jitabibac,5610052907095725,Adelaide May,05/02/2030
Lobpeija,5490684226656780,May Greer,08/17/1988
Wiwwiwif,3528661155096437,Verna Stanley,07/29/1979
Jaawula,5018150589219908,Lizzie Hardy,10/31/2012
Lomikob,30084494196734,Ann McDonald,03/02/1990
Fokibop,4017279370001342,Miguel Young,04/03/2006
Horitig,36454630838990,Alfred Spencer,05/26/1948
Olevante,201434792558106,Mabelle Cohen,03/28/1974
Felteholo,4644996394577368,Alta Sims,01/09/2039
Fakdowruj,201419369468946,Lydia Quinn,09/02/1991
Pompicwuv,5184745910167326,Stephen Roy,06/23/2054
Gerfuvdu,5454981870485092,Delia Carpenter,10/22/2054
Cohcatu,6295653856161952,Roger Thornton,01/29/1943
Botzewho,4713582855663891,Helena Oliver,11/27/2043
Ajumaiba,5610466777872429,Patrick Santos,02/27/1983
Nepbordoh,4903565007192240,Isabella Sherman,11/01/1966
Fajjelwas,6304805132553209,Juan Norris,12/27/2027
Tuenhom,6011122252316621,Laura Johnston,02/16/1997
Kubvarkoh,5018748253124260,Lida Peterson,02/21/1983
Ropcidur,30021413297805,Essie Christensen,04/21/1933
Giuroti,6304346383424444,Lewis Blake,01/26/1914
Puorsu,6235625162723926,Jon Hopkins,06/17/2067
Tunzugwi,5130262883644054,Margaret Gibson,07/07/1921
Owrabo,201473911981963,Devin Houston,07/03/1914
Wusfutwiv,344387564116842,Norman Curry,09/11/1989
Pawafo,6334301126620190,Derrick Edwards,03/04/2039
Odocisru,341891507049807,Ricky Manning,08/05/1978
Ulmewaf,6286141125252019,Esther Snyder,02/20/1903
Tegnoci,30074883487737,Louise Wilkerson,05/06/1901
Usowegdiz,5018364536192197,Ricky Reid,05/05/1917
Nasciesu,5610576690625736,Danny Howell,09/24/2032
Fotposi,4026418381556048,Randall Harper,03/06/2065
Uziripa,201499436638101,Christian Wilson,07/13/2045
Uvfesos,201464951596431,Leona Bush,02/17/1921
Peamafa,6304001879722724,Irene Horton,02/27/1953
Pavhetu,201454165005600,Micheal Norton,07/21/1986
Firewmo,5018604059416683,Robert Allen,01/17/2049
Rorjudlec,6334181885822686,Sallie Francis,10/16/2016
Faosha,5429656627367932,Susie Watkins,05/29/1943
Aseenaavu,4934987331249616,Leila Shelton,01/15/1951
Udohimpu,30056302756537,Lina Perez,07/07/2066
Foagoga,6334187062096523,Ophelia Kennedy,11/03/1974
Setsuga,6273072416893747,Frank Moody,12/13/2016
Namzadtop,4578589579589538,Landon Hudson,11/25/1942
Tovcenu,6304599381360719,Theresa Gray,07/02/2016
Soiheje,344788650380376,Dustin Hanson,10/22/2015
Oggogop,30053882032405,Tyler Little,01/12/2029
Wapgenra,5493568768259417,Chris Gregory,09/17/1941
Tizujkas,6011919089510114,Craig Johnston,09/10/1937
Igadica,6304317497048551,Catherine Morgan,06/15/2032
Bekazej,201453816223562,Stanley Gardner,04/03/2023
Bomulge,4903163129969156,Winifred Greene,03/24/1998
Ikficaj,342818750603302,Estelle Baker,12/02/2020
Soldikjin,6011847333287017,Victor Russell,12/21/1911
Duelfoj,346855417388824,Ora Cummings,08/27/1936
Boretid,30057509225177,Antonio Salazar,04/20/1962
Hepmagdac,342532197116659,Iva Brewer,09/17/1900
Kiwisuse,4026899580733480,Garrett Jefferson,04/10/1952
Waohuvab,30003101421194,Violet Harper,04/26/1922
Toemfiz,201484513454358,Tyler Parker,10/20/1949
Dejesetul,6379217545545113,Cody Christensen,04/27/1939
Amdisub,6298639062303071,Nathaniel Pope,01/18/1947
Renhiza,5412686202256035,Emily Haynes,09/27/2040
Fumiav,5018604400381974,Brandon McLaughlin,08/04/1962
Bejera,30082477408266,Georgia Parsons,08/12/1969
Jibbujon,6011258450073448,Evelyn Gregory,09/01/2022
Fuheob,5018044008426030,Nelle Warren,09/26/1947
Tiruthi,36147052563860,Jimmy Miles,04/14/2037
Wanaktud,5127355478439008,Johanna Craig,09/04/1933
Dipanne,6011475195473820,Ryan Chavez,07/14/1997
Imazanis,201454039685843,Fred Morris,10/01/1935
Keilri,5145631392875586,Willie Hawkins,11/15/2004
Ajumukjim,5610896985326323,Phillip Rice,10/17/2025
Becokpef,4026486047767143,Gerald Mason,02/21/2054
Sarodwu,5610481205886289,Brent Quinn,12/09/1991
Ditfado,348588424019706,Brian Frank,10/17/2006
Jiheju,3528091402781617,Jessie Nguyen,12/23/1996
Odjamwa,6304907921421448,Etta Mack,07/31/1917
Jilazumo,6334979485615107,Rose Phelps,07/09/1946
Peiweveh,6334380105757991,Lily Fitzgerald,06/09/2037
Erkacmo,6011483687445298,Patrick Rose,11/23/2039
Wovteboc,5418473842113858,Christian Carter,11/15/1949
Keoholu,4903751510750142,Maude Walton,11/06/2059
Ziekre,4430521288459842,Herbert Obrien,07/23/2034
Sihnutal,5497695118023700,Marion Christensen,11/16/2056
Wamukacu,349021644062032,Mitchell Salazar,11/08/2038
Litawug,5018089511275986,Cynthia Reid,06/03/1927
Wajlejpes,6372830247161232,Sean Diaz,02/11/2061
Kikrikpus,5018038362686635,Tyler Mack,04/22/1956
Vumzadre,6275146928012893,Terry Leonard,10/07/2016
Otaretli,6304462382152249,Katherine Jensen,02/01/2065
Pujbiji,4499344969543307,Jose Greene,08/09/1993
Afawappev,6334943514977755,Martha Knight,01/01/2067
Fihijako,5610622315365470,Celia Obrien,09/04/1916
Lemivga,5018282959755060,Mary Bowen,08/14/2048
Pacauke,5405180077475200,Lilly Henderson,12/01/1956
Kaladala,6304841710879948,Richard Logan,11/01/2057
Ketuno,6304055420023545,Cornelia Summers,01/04/1919
Wueweer,6334316011931379,Adele Sandoval,10/18/2027
Liksoffe,30015986656199,Lura Gill,10/13/2006
Bofjosco,4423883724486840,James Sharp,09/29/2068
Vasusog,344362171284010,Maurice Rodriguez,02/16/1918
Esisupojo,6011536121013467,Viola Carlson,09/25/1944
Saujpoh,30025161551503,Adam McGuire,05/02/1978
Burmajosi,6374494520042607,Louisa Maldonado,10/22/1928
Botfazpik,4903808070939828,Peter Soto,01/18/1977
Emiboko,6011037798697252,James Sparks,06/01/2000
Likzivlad,201497472819064,Ina Lane,07/15/1903
Fusawman,5610530310592966,Lottie Barrett,11/12/1935
Hafbeiho,30098438278259,Owen McCormick,06/12/1907
Cuvopi,4978597540068405,Lawrence Warren,09/22/1994
Zitetma,5404491629900483,Jennie Roberts,04/22/1920
Defufaz,4903508827228778,Inez Owen,10/10/1922
Gotemes,6011553303390209,Michael Mendoza,09/20/2014
Akuvufob,5610612445247854,Delia Murray,11/06/1935
Niegde,3528821929406334,Dollie Sharp,08/25/1957
Ujisegi,201474868504105,Mitchell Griffith,02/03/1922
Kotrewes,4903766820588487,Gabriel Paul,02/21/1975
Liwijet,5610531270627644,Daniel Phelps,08/08/1975
Ginimiup,3528380663589045,Jeanette Holloway,12/30/2006
Lepepgo,6201778012843285,Connor Flores,10/23/1984
Lehlawi,36385764742220,Russell Grant,05/09/2000
Umofimo,6334485983986008,Glenn Watts,02/09/2024
Efzavu,6334058575839958,Theodore Gross,10/05/1967
Selufi,4903551758929238,Henrietta Porter,11/05/2049
Alnomto,3528431036888448,Jay Becker,06/17/1970
Hokawbep,6011250805883027,Ida McGee,08/01/2060
Nobjopo,36358652934662,Olga Garza,04/04/2068
Jagopdo,6256667976930895,Gene Stevens,07/10/1981
Fepcibec,6011266757287850,Trevor Coleman,01/28/1927
Afoessu,5169442993283670,Mabelle Wells,05/21/1931
Zoviosu,6304228731099377,Isaac Lawrence,10/26/2032
Furlevap,36401116262922,Jessie Moreno,01/18/1924
Carjoti,4026623232638990,Lydia Barnett,05/22/2062
Pizottoj,6011442743690180,Max Norton,11/14/2025
Ifvertu,201477454226736,Darrell Stevens,08/05/1985
Dilogda,6372590480622361,Rhoda Vega,12/07/1945
Ekjasum,6378979899416149,Alfred Delgado,02/19/2055
Betovidef,5472275072565100,Tony Saunders,01/03/2063
Viziku,4026248156936657,Mike Frazier,10/20/2069
Belufgon,6334912165224387,Christine Hunter,02/06/1964
Rathaljin,36994069341313,Clyde Briggs,04/28/1965
Norsaiv,6011289062171494,Joseph Reyes,08/04/2016
Pegesro,6011319327885677,Maggie Martin,04/29/2023
Lumoged,6283868175323240,Alejandro McCormick,03/06/2043
Osatodso,3528396325451242,Joshua Ball,04/14/2069
Sullarrup,5119427392607406,Leila Saunders,08/31/2031
Haruowo,5018781216192561,Richard James,08/27/1957
Ralefesor,343405762279062,Cecilia Gutierrez,01/12/2043
Honuzpod,4091757299646205,Jackson Carson,12/12/2068
Holizfi,6011774303420172,Thomas Bradley,08/31/2063
Ijoebohan,6229560943995956,Maria Copeland,08/24/1954
Bomfabeva,6289978260845215,Jacob Scott,08/18/1956
Kalewne,30056701459337,Teresa Dixon,04/11/1995
Wemwoba,36591772587644,Luella White,11/21/1956
Akrika,4105218226292674,Tom Buchanan,03/19/2058
Serkohiv,6370763357274028,Bernard Pittman,12/05/1954
Lolamav,30027265745858,Victor Nguyen,05/03/1931
Weegkib,5018867472353029,Violet Flores,07/20/1921
Malola,6334612721893895,Minerva Rodgers,07/12/2064
Pozlinnin,5153133397047146,Brandon McDonald,10/24/1990
Roileilo,5421584136228353,Sophie Murphy,05/21/2022
Ohminta,343120261934618,Elmer Roy,02/06/1946
Dajnivu,5101273087697520,Logan Richards,08/22/1938
Domade,6011021555087212,Leon Arnold,08/19/1921
Jiobeof,6377421197699291,Ophelia Houston,06/30/2017
Gotoab,6011986953896952,Kevin Armstrong,11/23/1965
Ifavet,6334175482384769,Seth Rodgers,12/31/1957
Lisihod,6304417825233907,Mattie Holmes,10/15/1980
Zehegok,6011946113801953,Chris Cummings,09/02/1908
Wutopa,5018553078875181,Robert Hines,07/08/1978
Wekjopne,30024335904342,Ethel Clayton,08/02/2041
Jabige,3528418641766234,Vincent Klein,02/24/2046
Fultorbuw,5154139305252529,Harriet Lopez,05/23/1949
Rewevib,6377265501620687,Marie Nelson,07/03/2043
Ezgasfe,6011699350354919,Blanche Roberts,10/02/2064
Urafjo,347138578208118,Jayden Coleman,07/26/1984
Huzeddo,6228194714756545,Miguel Rhodes,09/19/1983
Sanbugra,3528067752776613,Dylan Turner,04/01/2025
Liewiufo,6334580823344168,Mason Drake,03/13/2019
Zuvonta,36047534364954,Marc McKinney,04/20/2060
Pujgipev,5422572713071147,Edward Tucker,06/01/1983
Rarroup,5018860218993760,Jesse Schultz,05/27/1997
Simujsuh,201462218691243,Micheal Hanson,01/23/1910
Rohgeij,30004657543951,Helena Waters,01/27/2025
Bodeckam,4903918831161222,Edward Luna,10/08/1963
Fividvo,6282897212775634,Sophia Barber,06/15/1994
Regaos,4248248252191696,Ricky Reyes,06/08/1951
Tekuev,5190541158050999,Patrick Steele,03/31/2051
Lowrelfed,36212978606720,Dylan Jennings,05/06/1921
Pavoez,6375909488011798,Lloyd Schmidt,12/02/1944
Mologna,36212673687835,Jason Lowe,03/11/1954
Owsugvul,4026672486186461,Caleb Haynes,11/21/2030
Uclenez,30008054512303,Anne McGee,06/13/1965
Repupkil,201425298246733,Brent Aguilar,08/15/2017
Zeicucod,30006759213169,Harriett Cruz,01/20/1985
Susekni,6240141055892078,Caroline Taylor,01/02/2067
Ezguuka,36310478620447,Adelaide Williams,02/22/1913
Ajsoane,5458016444833109,Calvin Hansen,07/03/2052
Kibsohot,4026764085816794,Lina Alvarez,12/23/1919
Ijegaida,5610871223401089,Teresa Moore,10/24/2010
Hoduus,4560120403328313,Lucas Meyer,09/21/1991
Suutze,4923833697943215,Phillip Chambers,08/04/1995
Junajho,6334348340996526,Katherine McBride,10/27/1941
Fijmufvav,6379886910364084,Cole Vargas,01/12/1990
Werefu,6011371696646107,Alfred Wright,11/17/2019
Wersipo,5610467260674959,Jesse Richards,02/12/2010
Tavusa,340628705097134,Emma Hubbard,05/18/1985
Patinre,6304124622485744,Ivan Carlson,03/26/1951
Owsabub,5196749182058979,Mattie Hardy,02/05/2043
Tunajiw,4903996765409494,Millie Brewer,02/12/1958
Uviseg,36181236006728,Jon Armstrong,07/07/1930
Tegippu,6304161771434966,Lloyd Summers,07/15/2021
Titulco,6334356809243132,Miguel Wright,07/04/1991
Hadaniw,6334011583965844,Cory Tucker,07/05/2002
Siguiwo,4232510741284251,Lida Farmer,04/26/2009
Luvtimin,6011250072667061,Hulda Barnett,07/19/2001
Pikwusho,6379381761607088,Julian Weaver,06/16/1920
Lemiaj,3528891061449780,Katherine Perry,01/29/1976
Kiemoig,3528726067498623,Harvey Gill,03/08/1997
Jelcijkis,5407790757454693,Rachel Robinson,05/21/2056
Utalwoh,6230091736525161,Herbert Ball,06/16/1962
Nuctenkim,4903922822012170,Gavin Morales,04/14/1996
Gonojasu,36586212863456,Jimmy Harrington,11/07/2035
Meluma,6374893873496114,Cora McCarthy,12/14/1950
Erhelu,201450414663934,Edna Garrett,07/15/2006
Bijbocuhu,201451133837379,Corey Guerrero,03/18/1920
Kihvoacu,5610281926874543,Carolyn Drake,09/07/1919
Cuvkacri,36256919914024,Ryan Tucker,02/28/1942
Jomehe,341157475016990,Adele Herrera,12/28/2069
Diswokaz,340945671054026,Vincent Schultz,03/09/1906
Waojge,347823710406726,Phoebe Clayton,03/18/2041
Zibisimu,5610021189183632,Bertie Cannon,08/23/1975
Baffajewe,3528834488835512,Hilda Summers,04/11/2066
Ohzouza,36472753339943,Jason Gardner,07/19/1958
Ovezati,5018672689615016,Andre Goodman,08/04/1957
Uljutnoc,6011210557678041,Nell Bridges,08/29/1905
Sovogane,6304185004820055,Jeffrey Gray,12/13/2009
Ewucugun,6304126679988249,Edwin Lyons,01/21/1966
Jodokze,6304491744321002,Barbara Kelley,05/31/2017
Revileg,36402490488703,Bernice Gilbert,10/18/1998
Runuru,341237788053805,Dean Bailey,03/05/1990
Jijaeg,4903058965966300,Eugenia Stevenson,05/17/2033
Mawaaf,6289652595156644,Brandon Underwood,07/25/1956
Wokuhtab,5160518950201471,Maria Curry,05/04/1986
Hucwavoz,5018434240521724,Eugene McGuire,06/04/2058
Iraziwfec,3528596008764932,Rosie Williams,10/05/2056
Herhidek,30030116931396,Kate Brock,04/01/2056
Lounawi,4026677663692363,Bessie Webster,06/01/2058
Gonvapim,5610839300736628,Lula McGuire,11/24/1977
Ulevojus,6234567306632723,Jorge Logan,12/02/2059
Bamabjer,5447341537844076,Barry Tran,02/24/1951
Uforaiwi,5018798848487789,Joel Bridges,03/03/2030
Zebhojvu,6304767328727973,Gerald Farmer,08/01/1939
Ferotze,5610215458166043,Jorge Ortega,05/06/2018
Jezfazse,5018051205856315,Marguerite Watson,03/12/1954
Ivitipuk,6304209979854640,Belle Alvarez,03/25/1999
Poiwebu,4442688271309676,Antonio Garcia,07/23/1928
Unsupro,5402488210374831,Isaac Elliott,04/01/1941
Suomfog,30080309683130,Gordon Spencer,10/04/1979
Ovpisis,5421164041625298,Amanda Peterson,06/11/1956
Peromrov,5018296811507675,Allen Pittman,08/25/1973
Jehcula,6334237012778926,Johanna Torres,11/27/2070
Bihiero,201476932329914,Peter Wilkins,10/30/1986
Vokagi,6304375279435966,Eric Sanders,05/09/2003
Jiilfac,4026776423514451,Amy Lloyd,07/23/1932
Luobne,5610785912605307,Harvey McDaniel,12/27/1959
Orodusuhu,30010117963010,Marvin Sims,02/17/1952
Zalsofij,6011613425231614,Andrew Marsh,01/30/1904
Igrebog,30026057714031,Marc Douglas,02/19/1911
Zinipip,6334186943688714,Tony Pope,12/28/2032
Mosruna,5476245474089831,Helena McCoy,08/12/1928
Ipewenker,5018935622006837,Sallie Bowen,11/15/1994
Fagitaep,6248993552776960,Teresa Stewart,10/03/1954
Ofoasaha,30093639237477,Evan Townsend,12/18/2007
Ivappij,36289832529215,Olga Vargas,02/19/1913
Hatijru,6304482339262065,Chad Blake,08/22/2014
Cajutza,5018503829205600,Ellen Gordon,09/29/2028
Befwone,3528719745676603,Raymond Sherman,03/10/1902
Epodooku,5149821311118053,Warren Herrera,06/29/1910
Milewauw,346984657278436,Christina Lawrence,02/24/1921
Jubuvig,6304837828005616,Olga Lucas,10/12/1976
Jaziav,3528978434499939,Louisa Schultz,01/24/2018
Uldilah,36066694126110,Jim Casey,07/10/1922
Jivgozdi,4903257146117045,Phoebe Thornton,06/16/1951
Acokihzu,3528341066544250,Dennis Wallace,11/23/2012
Hocuzfam,3528906094725442,Mable Phillips,07/04/1921
Wosguij,3528436340403784,Esther Carr,03/09/1948
Avaiwdo,201492616098998,Theresa Shaw,12/16/2003
Rizpojdi,6265166793203221,Anne Hill,10/11/2003
Ovizowvul,6334449955363349,Lola Norton,04/03/2019
Venapis,6379673591101039,Todd Bradley,10/05/1956
Pisarfu,5018633665174451,Cecelia Wilkins,11/25/2045
Salozigan,6304219651662872,Roxie Miles,07/26/2008
Ifodelbep,5018213780278915,Terry Gordon,10/18/1914
Ikiwalig,5018423075790942,Jorge Christensen,10/02/2009
Sihewzu,6218931074443095,Victoria Garrett,09/26/1914
Konejaku,201473581799430,Etta Castillo,06/12/2060
Nogizitu,4903488371197093,Minerva Henry,01/06/2012
Orgivobu,6295477908862577,Dustin Reeves,01/15/1934
Ravhauko,6379916535444829,Darrell Clark,09/29/1906
Lupuwfe,201461044268481,Alfred Banks,10/14/1906
Fafupwuc,36412839832578,Lucile Hamilton,11/12/1931
Corocu,5488475941352852,Gilbert Parker,03/29/2032
Poojtuk,30033134445928,Cornelia Haynes,03/30/2065
Forpawfi,4383418044268079,Jeffrey Abbott,04/05/2005
Kaveto,5610177109778149,Logan Burke,07/26/2004
Cilfobev,5172234146338054,Esther Simpson,10/20/2008
Zejache,6374649284780714,Tyler Wilkerson,12/09/1943
Jamoon,30078027703669,Janie Reese,08/22/1970
Kuffurar,5181818798750613,Marguerite Long,12/05/2013
Wudokcip,4026079769913902,Alejandro Sharp,09/26/1973
Beksonap,4026088315231024,Logan Paul,07/14/2008
Hagitu,340467568866891,Michael Reed,03/27/2003
Jekkaabi,348703025516667,Iva Fitzgerald,01/23/1957
Vimjiibu,5018572697245097,Kyle Jones,12/15/1903
Finliif,5483110514430182,Georgie Cannon,04/21/1976
Wurbehuvi,5018468190722684,Zachary Schmidt,06/11/1936
Zakkugnik,30087496565087,Eric Kelly,05/22/2003
Pafelej,5144980752373414,Franklin Roberson,12/04/1912
Anviohi,36047731764717,Lloyd Mills,11/01/1995
Roknuhin,201479360733474,Flora Greer,10/24/2007
Bamanoh,6377970832862136,Sarah Anderson,01/26/1983
Sugwudic,3528918446256281,Carrie Spencer,12/13/2060
Cohazu,4100086909504805,Pearl Phillips,04/05/1926
Urcuale,6304148800896778,Edward Townsend,06/14/1996
Akeubowi,4787990933970975,Catherine Saunders,03/26/2044
Epufinsaz,5610631538270086,Hulda Fernandez,06/21/2050
Bazocjaj,6334809415518248,Jerry Huff,11/20/2064
Mopjecve,4903557380763382,Eliza Wilkerson,12/08/1968
Pikumru,6334607134643689,Marie King,12/15/1960
Napesa,4903176411988171,Willie Watts,02/20/1993
Migtozac,5145016376297074,Caleb Jennings,09/13/2065
Etukukos,30063258128703,Sallie Herrera,09/05/2008
Hermonen,4538625872884603,Clyde Cruz,01/13/2016
Mofegis,6011425600761053,Cameron Sutton,10/03/1949
Piremcir,343980302919963,Russell Young,11/29/1908
Mawegi,4635469178821023,Willie Cross,07/12/2067
Niraca,30074586813197,Jacob Sutton,02/10/1960
Ceosji,6304174163746079,Phoebe Lopez,11/05/2065
Ekijabo,6304966138280500,Alejandro Floyd,01/22/1941
Awihohzez,6375221236861932,Jesse Walton,09/05/1914
